29
0	0	7.0000000884853000e+00	1.1054960530750960e-08	1.1054960432036470e-08	9.9764698209855007e-01	4.8479372164402318e-02	4.8479372770290519e-02
1	0	6.9287478869871642e+00	1.0942434003282454e-08	9.9620360875841429e-01	9.8790286362780666e-01	3.5132187588987535e-02	1.5104191945016943e-01
2	0	6.9344659691722219e+00	6.3058229386502340e-01	7.1803081878610997e-01	9.9062356358632286e-01	9.5360708943005634e-02	9.7832972240559007e-02
3	0	6.9287478874306281e+00	9.9620361197034402e-01	1.1054960388506087e-08	9.8679156869859286e-01	1.5425760419404944e-01	4.9467074844612144e-02
4	0	6.7164482216007508e+00	1.0607152239269231e-08	1.9721272363758968e+00	9.5660466447618842e-01	4.3232582651615399e-02	2.8816394587052396e-01
5	0	6.7900528284332200e+00	6.8172818356269937e-01	1.5589861121100352e+00	9.6907403705369499e-01	1.0866224632902557e-01	2.2155817956280530e-01
6	0	6.7781967035331068e+00	1.4869000711591818e+00	9.1933260990223553e-01	9.6687954825174849e-01	2.1723813189538774e-01	1.3398333188533940e-01
7	0	6.7164482232854770e+00	1.9721272431029147e+00	1.1054959960270928e-08	9.5793529143091161e-01	2.8095253163078765e-01	5.8529073129732788e-02
8	0	6.3674162188214778e+00	1.0055933037662497e-08	2.9079018414675835e+00	9.0732225640443998e-01	5.0006019375144047e-02	4.1745145952482710e-01
9	0	6.5073014319690374e+00	7.8462377409280470e-01	2.4575160481525233e+00	9.2797696903901117e-01	1.0877438985834496e-01	3.5640830103143600e-01
10	0	6.5482225558540490e+00	1.4593288475375423e+00	1.9977871234218376e+00	9.3709155673885902e-01	2.1176426923318339e-01	2.7751632125854853e-01
11	0	6.4526509707036395e+00	2.1968185621494385e+00	1.5928814757277994e+00	9.2835266218302148e-01	2.9939754424873505e-01	2.2027810857078717e-01
12	0	6.4895323612465923e+00	2.4743575993507183e+00	8.7379361787231336e-01	9.2937734459441190e-01	3.5176552972617225e-01	1.1188728011309032e-01
13	0	6.3674162222938584e+00	2.9079018522431221e+00	1.1054960469782068e-08	9.0743761276305257e-01	4.1652417822791943e-01	5.5358720130152708e-02
14	0	5.8887674661000062e+00	9.3000127023487773e-09	3.7844811699885987e+00	8.3777415663131583e-01	5.3292541534345331e-02	5.4340994423869138e-01
15	0	5.2902385095323945e+00	8.3547680775704153e-09	4.5840179488699526e+00	7.5293508175877077e-01	5.4348410842288551e-02	6.5584679071855723e-01
16	0	4.5840179612954728e+00	7.2394479627252696e-09	5.2902384904342545e+00	6.5274703663965217e-01	5.4139461369066909e-02	7.5563895140524606e-01
17	0	6.0836465428713495e+00	8.1378213796263799e-01	3.3655615273476900e+00	8.6812358919022781e-01	1.1779766339044145e-01	4.8216713325487942e-01
18	0	6.1861961076116270e+00	1.5905922636792862e+00	2.8637357429801895e+00	8.8237377226840918e-01	2.2714416447272312e-01	4.1209471551914600e-01
19	0	6.1932618840094813e+00	2.3028070864884378e+00	2.3109669635392232e+00	8.8264772981340733e-01	3.2947793167966966e-01	3.3522720294052083e-01
20	0	6.1622060088970381e+00	2.9036473033765042e+00	1.6112207803333864e+00	8.7770176127791810e-01	4.1812790118800003e-01	2.3411252956165912e-01
21	0	6.0862356014037351e+00	3.3437942226845929e+00	8.8135035436329290e-01	8.6979055538883188e-01	4.7969002487578699e-01	1.1559355427987385e-01
22	0	5.8887674715392864e+00	3.7844811854443661e+00	1.1054960409574880e-08	8.4021776872820852e-01	5.3944016259458671e-01	5.5121793270143576e-02
23	0	5.5253530001533875e+00	8.5849723305050640e-01	4.2111089912982695e+00	7.9071684263257425e-01	1.2263859743994759e-01	5.9977216440506409e-01
24	0	4.8798087351165282e+00	8.6068132238974315e-01	4.9443611718197404e+00	6.9875687159344513e-01	1.2462714281039983e-01	7.0441955514867538e-01
25	0	4.1567747829688928e+00	8.6760686102589324e-01	5.5649328936597469e+00	5.8933129504799830e-01	1.2604693124484262e-01	7.9799799235387003e-01
26	0	3.7844811769807785e+00	5.9767554619068267e-09	5.8887674397593264e+00	5.3583153175174802e-01	5.9417879225322073e-02	8.4223161019338399e-01
27	0	2.9079018446396216e+00	4.5923914597489329e-09	6.3674161855217637e+00	4.1267897824024902e-01	5.9030675428897179e-02	9.0896173752088827e-01
28	0	1.9721272373653367e+00	3.1145408930558661e-09	6.7164481825196987e+00	2.8065797257097413e-01	5.3038176397340243e-02	9.5834130364750270e-01
